distretto,day_of_year,precipitation_p1,precipitation_p10,precipitation_p25,precipitation_p75,precipitation_p50,precipitation_p95,precipitation_p99
7668.0,3.0,0.0,0.0,0.0,0.0,0.0,11.938554902272458,16.59935716175902
7670.0,3.0,0.0,0.0,0.0,0.0,0.0,13.496663389186823,17.30450130294464
7639.0,3.0,0.0,0.0,0.0,0.0,0.0,8.475334490879032,9.15457633579363
7680.0,3.0,0.0,0.0,0.0,0.0,0.0,10.887528650542103,12.84387768665666
7679.0,3.0,0.0,0.0,0.0,0.0,0.0,8.462894446436442,9.121347861760706
7688.0,3.0,0.0,0.0,0.0,0.0,0.0,13.212095069867697,17.74225300164216
7672.0,3.0,0.0,0.0,0.0,0.0,0.0,14.003918016862238,19.50540868575841
7678.0,3.0,0.0,0.0,0.0,0.0,0.0,16.48276597867713,24.725568348933507
7676.0,3.0,0.0,0.0,0.0,0.0,0.0,15.99363382554366,21.597702681305964
7671.0,3.0,0.0,0.0,0.0,0.0,0.0,11.034968551272542,16.16175551276317
7674.0,3.0,0.0,0.0,0.0,0.0,0.0,7.508231893111314,9.059407828321069
7673.0,3.0,0.0,0.0,0.0,0.0,0.0,14.157299583680999,19.902185574128048
7677.0,3.0,0.0,0.0,0.0,0.0,0.0,13.780083867057352,17.624533950949548
7675.0,3.0,0.0,0.0,0.0,0.0,0.0,15.398214633578773,20.575095787355245
7657.0,4.0,0.0,0.0,0.0,0.0,0.0,5.006204092717072,7.635288717069458
11058.0,4.0,0.0,0.0,0.0,0.0,0.0,4.737552165985107,7.193672180175781
7662.0,4.0,0.0,0.0,0.0,0.0,0.0,7.232561291888573,9.546398616853418
7661.0,4.0,0.0,0.0,0.0,0.0,0.0,7.372174953983598,9.704850913100104
7663.0,4.0,0.0,0.0,0.0,0.0,0.0,6.926454133079828,7.707357539321545
7667.0,4.0,0.0,0.0,0.0,0.0,0.0,5.885177493756662,6.925881144659705
7660.0,4.0,0.0,0.0,0.0,0.0,0.0,7.122941361242437,7.195285704384186
7658.0,4.0,0.0,0.0,0.0,0.0,0.0,5.42873507187958,8.390044621656951
7666.0,4.0,0.0,0.0,0.0,0.0,0.0,5.599895621360616,6.458734238401372
7659.0,4.0,0.0,0.0,0.0,0.0,0.0,6.801157872039258,8.520566951296617
7656.0,4.0,0.0,0.0,0.0,0.0,0.0,5.089385761921397,7.50634953587882
7669.0,4.0,0.0,0.0,0.0,0.0,0.0,5.236359891741083,6.239381623215598
7668.0,4.0,0.0,0.0,0.0,0.0,0.0,5.296553083867043,5.827136711258798
7670.0,4.0,0.0,0.0,0.0,0.0,0.0,5.292438087176702,7.493235337786782
7639.0,4.0,0.0,0.0,0.0,0.0,0.0,5.675544919729933,7.813378647052382
7680.0,4.0,0.0,0.0,0.0,0.0,0.0,5.200691679010879,7.845534855273839
7679.0,4.0,0.0,0.0,0.0,0.0,0.0,5.239899363921096,8.131790801821213
7688.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0536730434740065,6.9771939642913905
7672.0,4.0,0.0,0.0,0.0,0.0,0.0,6.6086392812863375,7.068351804207531
7678.0,4.0,0.0,0.0,0.0,0.0,0.0,4.137198979221274,5.4701541117297925
7676.0,4.0,0.0,0.0,0.0,0.0,0.0,4.7144880026724385,6.700829636520233
7671.0,4.0,0.0,0.0,0.0,0.0,0.0,5.119101861043487,6.146576538232569
7674.0,4.0,0.0,0.0,0.0,0.0,0.0,4.360132106797472,5.261549239183442
7673.0,4.0,0.0,0.0,0.0,0.0,0.0,4.9154137522197185,6.195923512990251
7677.0,4.0,0.0,0.0,0.0,0.0,0.0,4.735236611119259,6.837148707258471
7675.0,4.0,0.0,0.0,0.0,0.0,0.0,4.522305429912662,6.365427615120124
7657.0,5.0,0.0,0.0,0.0,0.0,0.0,4.071273528181851,5.174164937003077
11058.0,5.0,0.0,0.0,0.0,0.0,0.0,2.1726338863372803,2.58872652053833
7662.0,5.0,0.0,0.0,0.0,0.0,0.0,2.2942343821149036,3.437552419765107
7661.0,5.0,0.0,0.0,0.0,0.0,0.0,0.10124092649925996,0.15167044061068316
7663.0,5.0,0.0,0.0,0.0,0.0,0.0,3.203184495618235,4.857257992202664
7667.0,5.0,0.0,0.0,0.0,0.0,0.0,0.20408481557638788,0.305806015134368
7660.0,5.0,0.0,0.0,0.0,0.0,0.0,3.265522354444866,5.068727908873349
7658.0,5.0,0.0,0.0,0.0,0.0,0.0,4.633525074789621,5.511154956776834
7666.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7659.0,5.0,0.0,0.0,0.0,0.0,0.0,3.204273871990439,4.72547405895288
7656.0,5.0,0.0,0.0,0.0,0.0,0.0,2.1772625985737943,3.618857474658551
7669.0,5.0,0.0,0.0,0.0,0.0,0.0,1.1595791297078961,2.3191582594157922
7668.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5618006015522115,1.123601203104423
7670.0,5.0,0.0,0.0,0.0,0.0,0.0,1.28298837145727,2.56597674291454
7639.0,5.0,0.0,0.0,0.0,0.0,0.0,4.872599001966624,6.271953910507058
7680.0,5.0,0.0,0.0,0.0,0.0,0.0,3.737594692277509,5.130131710080575
7679.0,5.0,0.0,0.0,0.0,0.0,0.0,4.292719762569176,5.060857577421549
7688.0,5.0,0.0,0.0,0.0,0.0,0.0,0.102977142593822,0.205954285187644
7672.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5886489541248268,3.1765129675430117
7678.0,5.0,0.0,0.0,0.0,0.0,0.0,2.2968918089720014,2.6424017622926472
7676.0,5.0,0.0,0.0,0.0,0.0,0.0,1.9242395190807915,3.842073495277138
7671.0,5.0,0.0,0.0,0.0,0.0,0.0,1.468257213470712,2.3890198454357754
7674.0,5.0,0.0,0.0,0.0,0.0,0.0,1.1546853782438173,2.3093707564876347
7673.0,5.0,0.0,0.0,0.0,0.0,0.0,1.511935187230573,3.010304995248345
7677.0,5.0,0.0,0.0,0.0,0.0,0.0,1.617297679753599,3.234595359507198
7675.0,5.0,0.0,0.0,0.0,0.0,0.0,1.8836000445494983,3.7672000890989965
7657.0,6.0,0.0,0.0,0.0,0.0,0.0,11.697102725338844,14.726336591694816
11058.0,6.0,0.0,0.0,0.0,0.0,0.0,11.635965347290039,14.944339752197266
