distretto,day_of_year,Gpp_p1,Gpp_p10,Gpp_p25,Gpp_p75,Gpp_p50,Gpp_p95,Gpp_p99
7680.0,0,1.1771309127506386,6.177285747464582,10.643028567004725,23.13563520941395,16.478942478903768,37.981264999612904,50.5737400325153
7679.0,0,0.23574178529859433,4.8455098934551,7.775852806876176,18.45245769540693,13.037917450085056,32.26479541588325,40.22468439430566
7688.0,0,0.1966126656848306,6.540500736377026,11.616255522827688,26.331001472754046,18.110364506627395,37.127117083946985,52.370029455081
7672.0,0,0.6020839718050872,8.3678823168863,11.016978240882622,23.3938706711615,16.298437021146185,40.00269690468892,46.68899785473491
7678.0,0,0.19107282693813635,7.286609240407207,10.505090054815982,27.41529626729314,17.437744714173856,40.47716001044116,47.06369094231272
7676.0,0,0.11019337665387932,7.398027088389573,10.839113755578174,23.540945744930713,16.013896500430597,34.30760197291162,49.83707821185316
7671.0,0,3.6354819633353053,7.4518036664695435,9.718864577173271,20.148196333530453,13.519929036073329,32.1619160260201,43.64151389710231
7674.0,0,8.103333333333333,16.722261904761904,21.360119047619047,36.673333333333325,28.873571428571434,56.374285714285705,63.72666666666667
7673.0,0,0.9479909876079606,7.586481411941419,10.58347728126174,22.405426211040194,15.442470897484046,35.673563650018785,45.58512955313559
7677.0,0,1.2145407929676773,8.359460366877274,15.877422702438725,31.53429173152642,23.81241034093338,43.03851906113604,52.96804321948542
7675.0,0,0.07449856733524357,8.214660936007641,12.302053486150905,29.21060171919771,19.12583572110793,41.419770773638966,50.664517669532
7657.0,8,0.5224837221920783,8.174342105263156,11.820944112859472,32.04432311448724,19.547612588171457,42.371201844818216,48.535099023331554
11058.0,8,0.0,7.713478611783697,9.920903954802261,26.70298627925747,16.103309120258274,36.029055690072646,39.45278450363196
7662.0,8,0.0017470300489168414,6.224318658280923,9.385045422781273,27.923829489867224,13.994409503843467,38.89412997903564,48.35849056603773
7661.0,8,0.28731015438684576,7.661102045939499,11.118614283921175,35.47006401405799,18.018827664114475,46.468557800928814,50.986946152880634
7663.0,8,1.5702531149596428,6.139174045921164,9.354596034793515,26.42857142857143,13.730115194733955,35.14755896873285,39.4653240341666
7667.0,8,0.8043270881825465,7.300568550387298,10.469569199068951,30.431678559163572,15.819208608387065,41.117983744801,45.17453352157819
7660.0,8,4.488212806626315,9.244026760114686,12.660879260911118,35.47833705001593,20.423701815864924,40.95253265371138,44.86269512583626
7658.0,8,0.09230194319880418,6.874065769805679,8.823741903338314,25.6109865470852,13.363353263577478,35.27503736920777,39.91454907822621
7666.0,8,0.00486322188449848,4.886930091185411,8.370516717325229,27.522188449848027,12.887537993920972,38.20182370820669,44.06382978723405
7659.0,8,1.1493096646942802,7.545006275775506,10.409090909090908,28.185906401291017,16.26250672404519,39.912246727631334,47.814936345705576
7656.0,8,1.8122798667301283,8.748500713945738,14.0261780104712,35.04954783436459,24.5646834840552,45.22870061875296,51.50076154212279
7669.0,8,0.1590157782820793,5.636009506280938,11.750067008559228,31.651609098868903,19.21383771420404,41.947393813769814,46.98834944516915
7668.0,8,1.047681032596806,7.1829687158171085,12.418759571209801,32.0910741632028,20.218978341719538,43.95525049223367,49.83546269962809
7670.0,8,0.2923907319641918,7.280147446024222,20.77584693698438,40.644242583816045,31.711207653150783,50.25631911532386,54.242539933298254
7639.0,8,0.9485194324491055,7.8263726095003125,13.478531770512037,35.93911165946947,22.394540407156086,45.89053053670577,51.861505243676746
7680.0,8,3.425563211271966,8.79871487187428,12.709568785321668,33.643996283966864,22.367732445614315,43.773089726716734,49.004335371990386
7679.0,8,0.4898827110752976,6.926045303966336,10.311487151938401,25.466738293490916,15.707449189721553,36.31448652520369,42.57771510430657
7688.0,8,0.4737665684830633,9.410898379970547,13.090850515463922,37.081829896907216,24.482603092783506,47.85318483063328,60.06967967599412
7672.0,8,6.213300643579526,10.26282562059454,14.420471958320567,32.14250689549493,21.89420778424762,42.397303095311045,51.61973643885993
7678.0,8,5.420777864787266,10.272513703993742,14.51892456277735,32.69642391020623,23.896893761420003,41.41764552336207,46.33855390237537
7676.0,8,0.11085884287168249,8.263211461676976,12.97909653174665,33.4639082439521,21.542942143584135,41.065724575275986,43.6440930086902
7671.0,8,0.048965109402720294,6.890715552927262,12.425073920756946,29.80473092844471,19.86292134831461,39.547959787108226,47.50419869899468
7674.0,8,0.0,9.679523809523811,22.707023809523815,44.29714285714288,37.03107142857143,53.14666666666667,58.06869047619048
7673.0,8,1.180341719864814,8.147146075854298,12.906196019526856,33.23738265114536,20.678689447991005,41.817611716109674,48.494254600075074
7677.0,8,0.1874980923602845,7.9421298415895984,17.859811372584932,38.403381863687706,28.648109147513964,46.99990843329365,50.878490980679466
7675.0,8,0.3373925501432665,9.720152817574025,16.375358166189113,36.25477554918816,26.524594078319005,41.71704871060173,45.66523400191023
7657.0,16,2.22839799240369,9.890667390124795,14.372456592512211,31.745320130222467,22.044051817688537,44.97202251763429,51.47565111231687
11058.0,16,0.18966908797417273,8.353510895883778,12.592413236481034,27.310734463276837,19.58757062146893,36.64245359160614,44.899919289749796
7662.0,16,0.0,8.508036338225018,10.291404612159328,26.91090146750525,14.22501747030049,39.12928022361985,45.115303983228515
7661.0,16,0.1443454248776202,9.296221915401027,12.214258817622692,34.05196435295594,18.967992971005398,48.19794150872348,55.491527551148494
7663.0,16,0.953843742653397,7.4868740694302955,9.753154141524961,24.372854791944203,14.300054854635215,34.246062220829096,41.78065982289788
7667.0,16,2.942076544434692,8.82039149845461,11.324531613690995,29.100507497996716,16.431793032395916,42.791658717136656,52.06463921852939
7660.0,16,0.0,8.016565785281937,12.13109270468302,32.80105129021982,20.212488053520232,42.69783370500159,48.96973558458107
7658.0,16,0.0,7.084329845540607,8.973094170403588,23.724215246636767,14.58570004982561,34.14623816641754,41.00361235675137
7666.0,16,1.8191489361702127,8.10516717325228,10.015805471124619,27.094528875379936,13.9,38.826747720364736,49.8659574468085
7659.0,16,0.4232920925228617,8.224726555495785,10.98276851353774,27.668800430338894,17.409126770665228,39.40823023130715,46.23295678680293
7656.0,16,4.358924321751547,11.323940980485478,17.560495002379813,34.22760590195144,24.427320323655394,49.56539742979532,56.82127558305569
7669.0,16,1.0192984650572698,7.943015921233673,11.836999446062583,31.04737058413596,19.09899397816415,46.014044994013915,51.95729321158626
7668.0,16,0.6680813826296215,8.483559396193398,12.84927805731787,31.21747976372784,19.795449573397512,47.973681907678845,56.97608838328593
7670.0,16,2.33842373178866,9.535062313498335,22.172371423556264,41.55674038967878,30.485255397577674,56.445892575039515,64.5933385992628
7639.0,16,1.4361196792103643,10.928192473781621,15.88578038247995,33.782325724861195,23.834546576187538,46.81462060456511,56.450000000000045
7680.0,16,3.4016025392893097,9.242625996748473,14.256677247038786,32.13025470310445,22.26933498490362,45.47383293334366,51.24088410621662
7679.0,16,1.567284448025786,8.72978780553317,11.822857910287404,26.078699973139944,17.92125526009491,37.32917002417407,43.34085414987913
7688.0,16,0.7664764359351989,8.816734167893962,15.133560382916052,35.06866715758469,24.49291237113402,49.09922680412373,57.80651693667157
7672.0,16,0.23800183879865144,10.106221268771067,12.913821636530793,31.235304934109713,20.143242414955555,44.45044437634078,52.26349984676677
7678.0,16,0.6812842599843387,8.177238318976775,13.994779430957982,34.45836596188987,24.56747585486819,45.0193161054555,51.58052727747327
7676.0,16,2.5551554059343937,8.310146402567916,13.196077663822125,33.872661081969774,24.177640335081826,44.915838095983744,49.8069365066938
7671.0,16,1.056889414547605,9.274275576581905,11.669426374926081,26.933057362507395,17.446008279124776,41.13625073920758,48.84636309875813
7674.0,16,4.311428571428572,9.666904761904762,19.485238095238103,45.34738095238096,32.346190476190486,59.5877380952381,68.15797619047619
7673.0,16,1.2423394667668044,8.911791212917764,12.261603454750283,31.43676304919266,19.49598197521593,45.51828764551261,51.75259106271124
7677.0,16,2.373134328358209,11.394591459878523,21.076244544150416,38.60421817293899,29.260293623905024,50.89332478710746,58.63071147330831
7675.0,16,1.4083094555873927,8.52531041069723,17.761222540592165,36.3450334288443,27.982330468003827,47.38801337153774,50.79011461318053
7657.0,24,6.862079489962018,11.223311177428107,17.82040151926207,41.88870048833423,29.850820672816052,55.54740911557245,71.70879679869776
11058.0,24,5.446327683615819,7.968523002421309,14.464891041162229,36.496368038740925,26.424535916061345,47.336561743341406,63.16384180790961
7662.0,24,7.964011180992314,10.76764500349406,14.627882599580715,33.69811320754717,20.990216631726064,54.41684136967157,74.92138364779876
7661.0,24,7.9851889042299495,12.61691979415087,18.630726747834817,43.01230074055479,30.571105811472325,67.267101794904,79.77670390360238
7663.0,24,6.411174672831282,9.580597131886215,12.554580362040593,31.27262753702688,20.126870934879715,47.24935349894209,63.27709427160884
7667.0,24,8.476323119777158,13.11298508032205,16.92067004998664,38.010569695119614,25.382722173465098,57.79696264356849,80.17800587629259
7660.0,24,6.817617075501753,10.47833705001593,15.635074864606564,43.38069448869067,28.40156100669003,55.92099394711691,75.73733673144315
7658.0,24,5.355132037867462,7.4374688589935225,10.222595914299951,33.016193323368206,17.945814648729442,46.71574489287494,57.69145490782261
7666.0,24,9.403647416413374,11.608206686930092,14.57477203647416,35.82583586626139,20.829179331306992,50.10273556231002,81.92644376899695
7659.0,24,6.767097005558543,10.952555137170517,15.372709341940109,35.11355567509414,23.74617177694101,53.93204231665771,74.57150797920028
7656.0,24,9.127891480247502,15.428081865778196,21.84650166587339,45.247691575440264,33.32065683008091,59.37215611613516,70.12579723940979
7669.0,24,9.31704876436217,12.881135750406521,17.231813877025896,38.62537748155031,25.838696996229654,56.23084895377308,78.5786144416847
7668.0,24,9.9447932618683,13.435025158608614,18.32756508422665,39.309046160577545,27.04993436884708,60.5567490702253,82.62225989936557
7670.0,24,16.235957521502552,22.728102510093034,27.970905739863092,51.460856591188346,39.01097068632615,67.10865367737406,77.08539582236268
7639.0,24,7.40888340530537,11.707927205428751,19.00894509561999,45.03133867982728,30.637446020974703,60.131215299198026,67.93756940160397
7680.0,24,7.988851900596109,11.925485793914985,17.140280250832244,41.35344894325307,28.710497793605317,53.85542308585589,68.67043431137262
7679.0,24,5.715014773032501,8.550362610797745,13.741337630942791,34.05013877697198,22.603500761035015,48.80562270570329,58.727370400214866
7688.0,24,9.04887702503682,12.34536082474227,18.577779823269516,44.69891384388807,29.521907216494846,57.58891752577319,82.69955817378498
7672.0,24,6.777382776585962,12.199203187250994,16.36083358872203,36.46674839105116,26.009439166411273,47.67569721115536,75.80453570334045
7678.0,24,9.410597755155319,13.035499869485777,18.413991125032638,37.304098146698024,27.49595405899243,49.95980161837641,74.0832680762203
7676.0,24,9.844985516323499,12.78059187348313,17.753934079699377,40.13191889141158,27.403115947702183,52.44132153761843,71.35668989274252
7671.0,24,8.837847427557659,12.357185097575401,15.382613837965701,33.09651094027203,23.132347723240688,50.30916617386163,77.29556475458311
7674.0,24,11.30797619047619,21.423333333333336,28.444166666666675,50.12392857142858,37.820238095238096,74.03190476190478,88.07166666666667
7673.0,24,6.81025159594442,12.038077356365005,16.445418700713486,38.18319564401054,25.863349605707885,51.78518588058586,75.80527600450618
7677.0,24,11.998321277050334,17.59826633702653,23.9503708451607,46.309342856270796,33.43134023135857,59.87946769221384,73.81732442084059
7675.0,24,11.473256924546325,15.91547277936962,21.547277936962754,44.50764087870107,33.267430754536775,56.376790830945566,76.26599808978034
7657.0,32,6.5316060770482895,16.07386055344547,24.62589867064569,45.27645143787304,34.22205642973414,74.42298562126966,78.79374660878997
11058.0,32,6.406779661016949,14.551654560129137,19.875706214689266,40.020177562550444,28.443099273607753,66.21589991928975,71.40516545601292
7662.0,32,6.201607267645003,12.970824598183091,17.808176100628934,41.21139063591894,26.70317959468904,70.43815513626835,75.2962962962963
7661.0,32,5.968369524287686,16.518200075310656,24.46397640266098,48.29233086481737,34.83952554286431,79.52918287937743,83.62821639261955
7663.0,32,4.149988245435311,12.562416738500119,16.86446986913251,34.52127576208762,23.833516182117386,64.1852127576209,69.90024292767022
7667.0,32,5.755179913763497,14.6633723814248,20.2195215018888,45.74493455946884,30.0801121837677,73.66600526576869,78.44427061472123
7660.0,32,4.761229690984391,16.17306467027716,22.23168206435171,45.70468302007009,31.0653074227461,75.01672507167888,79.43150684931508
7658.0,32,4.269307424015943,11.769245142002989,15.147919780767312,33.148480318883905,23.16243148978575,65.11329098156452,68.19456900847035
7666.0,32,5.100607902735563,11.832066869300913,16.99422492401216,38.032978723404256,24.479483282674774,70.3062310030395,73.84559270516718
7659.0,32,6.20968262506724,14.404177873408647,19.868710776403084,39.51262327416173,27.241599426214812,71.84754348215888,78.41136811906044
7656.0,32,7.269157544026652,19.337958115183238,30.030533079485945,50.86132793907661,39.19612089481198,81.70571156592094,86.3213231794383
7669.0,32,6.764719546843452,14.690831442202889,21.12188410199597,42.54770115969482,29.274413451744916,75.01957543376875,78.90974393795902
7668.0,32,7.382935900240651,15.903686283089034,22.620772259899372,44.899972653686284,31.549119448698324,75.74570115948372,81.53130605994315
7670.0,32,11.805028962611903,25.10459452343339,38.22755397577675,58.81913726522734,47.08094172371425,87.6729638406179,91.52479375109712
7639.0,32,6.696761258482422,19.747563232572485,27.856616286243053,48.14774830351636,36.31838371375696,77.54703886489825,82.49771745835909
7680.0,32,4.22880699852907,12.947936827436713,23.68330494696912,45.21732987535807,33.9028605713401,75.07352713478359,79.10764883486878
7679.0,32,5.2905363058465396,14.27258483301997,19.68654311039484,36.620355448115326,26.980011639358942,67.87378010564959,73.05143701316143
7688.0,32,6.015187776141384,13.773702135493371,24.99677835051546,49.774116347569965,36.15118740795288,77.38830081001473,81.63576951399116
7672.0,32,4.836040453570333,11.98584125038308,21.441403616304004,42.47738277658595,32.808581060373875,67.72476248850748,70.61697824088259
7678.0,32,7.676063690942316,13.643174105977558,22.560819629339605,43.92234403549988,34.102323153223715,70.34455755677372,74.23153223701388
7676.0,32,7.817701401393564,14.002055116260868,21.365125655679947,46.251624520472895,34.13600955139749,70.84991779534957,74.11563454161123
7671.0,32,5.7651094027202845,12.870727380248372,20.416558249556473,40.28237729154347,29.14370195150799,63.65836782968658,67.3225310467179
7674.0,32,11.184999999999999,21.79172619047619,38.90827380952381,61.26839285714287,48.49267857142858,83.21458333333335,89.43880952380952
7673.0,32,6.344536237326322,13.680332331956441,21.225835523845298,43.58718550506949,32.18504506196021,69.38983289523098,72.6501126549005
7677.0,32,10.771266367548762,21.74289594969937,33.050041205017884,53.10984952537925,42.689008943015,78.82466501846596,81.86493910814028
7675.0,32,8.991642788920727,15.903772683858644,27.415234001910225,46.27411652340019,36.17585959885387,74.1521012416428,78.36365807067811
7657.0,40,15.226634563212155,24.001119099294613,29.656673901247974,64.08596717308734,43.784420781334774,88.50495116657623,114.38313890396097
11058.0,40,15.161420500403551,20.648910411622282,26.445520581113804,57.99838579499597,36.317191283292985,79.81113801452784,96.66828087167072
7662.0,40,13.469252271139066,20.561495457721872,29.303633822501748,61.27987421383649,43.111460517120896,89.77498252969951,104.22082459818311
7661.0,40,14.21174846240743,25.006401405798922,34.12313292330865,74.65997238609265,49.997364127023964,101.20697878749843,112.58051964352956
7663.0,40,10.138390408275212,18.377243162761545,23.641485776976726,51.65402397931197,33.84961993574172,81.9979625421205,97.37277642817963
7667.0,40,12.733658946083098,21.312130346853888,28.247224024115702,66.20429656198725,43.87926889762277,95.33758156217806,108.97080932575268
7660.0,40,12.617871933736861,22.469257725390257,30.974354890092386,64.53122013380057,45.46113411914623,89.9805670595731,115.21997451417651
7658.0,40,11.540607872446435,15.316641753861482,19.97845042351769,51.27167414050821,33.5776033881415,74.79297458893872,93.90321375186845
7666.0,40,10.171428571428573,16.185410334346503,22.158966565349548,57.72583586626139,36.10243161094225,91.44589665653494,111.00121580547112
7659.0,40,13.066971490048411,21.2485565716335,27.081298188990495,59.98162094315942,39.539232562309486,91.30478752017214,111.32219831450601
7656.0,40,22.64250356972869,31.842931937172768,38.422560685387914,69.62170395049975,51.074297953355526,96.40218943360298,113.71927653498328
7669.0,40,11.492932830620232,21.457230670264288,29.50170648464164,64.15924807462076,45.2512016868288,94.39831674499229,108.18651609098872
7668.0,40,12.889466199956246,23.117096915335818,30.890385036097136,66.93688470794137,45.986479982498366,99.5146138700503,113.9962262087071
7670.0,40,23.82639985957522,37.80722309987713,46.45243110408989,76.86703528172724,59.12778655432685,103.72972617166936,114.28392136212045
7639.0,40,15.570481184454044,26.294170265268352,33.04105490438003,62.41964836520667,46.12115977791489,90.18136952498465,109.50943861813695
7680.0,40,15.760393280173412,22.998761322288452,29.952039947356212,62.4536270031741,42.71011070682048,86.24378725710305,110.89459626848338
7679.0,40,13.535410511236456,19.427030172799718,24.496373892022564,53.9421613394216,35.41131703823082,77.4916286149163,98.00559584564422
7688.0,40,13.654731222385864,24.870305596465396,32.16623711340207,65.29841678939616,45.40187776141385,90.62886597938146,126.30532032400588
7672.0,40,11.608703646950659,19.317989580140974,27.97707631014404,60.441556849524964,43.520134845234445,78.0704872816426,105.8421084891204
7678.0,40,11.000522056904206,21.108848864526244,29.65831375619944,60.217697729052475,46.01331245105717,81.47115635604287,108.12659879926916
7676.0,40,12.329092617239493,20.62921788146873,30.222578877319346,62.96105065372271,45.83887888514837,86.13567681828862,100.58314413215382
7671.0,40,10.952099349497336,19.606268480189236,26.971850975753984,55.965464222353646,40.67332939089297,80.95351862803075,102.54878769958604
7674.0,40,18.841547619047624,36.423214285714295,47.35357142857145,85.03797619047623,62.51404761904763,112.03369047619047,121.41738095238097
7673.0,40,11.52883965452497,19.816672925272258,27.2142508449118,62.115001877581676,44.79213293278261,83.9544498685693,102.3322005257229
7677.0,40,19.109025425022125,31.981808747672673,40.80926655068218,69.11000213655655,53.56240271037453,93.29185361535885,110.69493025669203
7675.0,40,14.487822349570203,26.011461318051577,34.79059216809934,64.94030563514806,48.249283667621775,88.5050143266476,108.8474212034384
7657.0,48,1.1621676614215957,18.798731687466088,39.443773738469886,92.44964053174171,62.01258138903957,114.61496201844815,124.73643516006518
11058.0,48,0.0,15.80629539951574,34.08313155770784,87.84261501210655,57.23002421307506,104.48103309120259,115.01856335754643
7662.0,48,3.631726065688329,19.52201257861635,33.798043326345216,86.46086652690425,52.64360587002096,109.58071278825996,122.09049615653392
7661.0,48,7.714447094263838,22.187021463537086,39.75009413832057,98.03263461779845,56.823647546127766,118.89218024350446,129.55918162419985
7663.0,48,7.052738813572605E-4,15.57675730742105,28.619857377948435,77.51751430138704,45.66687563670558,98.51688739127025,110.03158059713189
7667.0,48,9.112527187392677,22.435952226504362,34.4877704430114,91.34368680123632,55.48074941809442,114.33193421604913,127.79211661006596
7660.0,48,0.0,14.783848359350111,31.632366995858554,93.26409684612935,58.779547626632684,112.95476266326857,124.06546670914304
7658.0,48,0.09566517189835574,12.63290981564524,24.188589935226705,78.55866965620328,45.949676133532634,98.64138016940706,108.39511709018433
7666.0,48,9.208814589665655,15.544680851063827,27.745592705167166,83.09300911854103,50.948328267477194,107.15379939209724,122.71094224924013
7659.0,48,0.5482696790389099,18.61439842209073,32.65520889367044,87.02361484669176,50.54145597991751,111.01317912856372,123.15318271472121
7656.0,48,3.0678248453117556,28.89262256068538,48.32037125178487,97.46720609233698,70.32998572108517,119.40461684911939,129.9871965730604
7669.0,48,11.804138448617838,22.34830155638548,35.25965369976593,86.74109679609744,56.16559155156085,107.72526490717082,118.51812804888947
7668.0,48,12.444082257711665,23.38424852329907,36.36532487420695,86.37312404287903,55.733242178954264,113.16061036972204,124.95795230802888
7670.0,48,6.640512550465161,31.53782692645253,53.92939266280499,100.56582411795686,75.42557486396349,123.23152536422685,132.75048271019836
7639.0,48,0.11727328809376929,17.858204811844548,38.90561381863048,90.28667489204206,62.09700801974091,112.96070326958669,124.53531770512035
7680.0,48,3.232135944878841,21.274560656499187,39.74088410621662,89.38236432608187,63.225942556321165,108.45935588759,118.49280018580163
7679.0,48,0.8315874294923449,15.67566478646253,31.132867758975735,76.96817082997583,50.442743307368616,100.24599337451876,109.7015399767213
7688.0,48,7.3868740795287176,19.622330633284243,40.12702503681885,92.66494845360826,60.80246686303388,113.71566642120764,125.5448269513991
7672.0,48,10.737358259270604,19.424701195219118,35.753233220962294,79.8617223414036,53.13987128409438,93.1703340484217,100.23751149249155
7678.0,48,8.430696945967114,17.780475071782828,39.51422605063954,80.86635343252419,60.152440616027164,97.100495954059,102.60636909423127
7676.0,48,10.065098254129808,19.169106709465282,38.03656149690754,85.7904172864637,60.00638064667661,100.62412902215615,108.85391059265639
7671.0,48,9.394204612655233,18.62755765819042,30.161088113542284,74.16913069189829,46.951034890597285,90.0714370195151,99.93885274985216
7674.0,48,14.333214285714286,29.592619047619046,50.910476190476196,94.6804761904762,71.23107142857143,117.27226190476192,131.48714285714286
7673.0,48,10.388096132181747,18.421892602328203,34.637908374014316,82.45781073976727,54.303116785580166,96.52842658655662,105.49130679684573
7677.0,48,5.305039221072549,26.301803864115012,49.21100021365566,91.76497878704637,70.95320941305742,111.16655983884264,119.736165796783
7675.0,48,10.542502387774595,24.53151862464183,44.82234957020057,90.54035339063992,64.6857688634193,104.30491881566383,111.49450811843363
7657.0,56,10.17101871947911,17.838069723277265,36.607365708084636,105.49798223005966,78.39056565382526,166.03219953879542,178.34366521975042
11058.0,56,10.8498789346247,15.064971751412429,31.646892655367235,102.22719935431802,74.07344632768363,147.3123486682809,153.7328490718321
7662.0,56,9.568134171907758,16.987421383647806,37.987421383647806,102.01380153738643,72.49510831586304,178.87648497554162,201.47239692522712
7661.0,56,11.22643404041672,22.6188653194427,41.69204217396762,113.1948663235848,81.97131919166563,187.9888916781725,217.0538471193674
7663.0,56,10.89687328579265,16.270080714677537,30.896599012616562,90.45349110571276,62.671930099521965,146.45082673771648,159.40114411096314
7667.0,56,11.1403060251078,19.681955202808407,34.73484183615064,111.58438585110846,72.67867363681458,178.71715572175367,197.77601404204978
7660.0,56,12.769831156419242,18.95842625039822,34.189471169162154,101.03050334501434,74.65347244345334,156.67943612615485,169.0254858235107
7658.0,56,9.621823617339313,14.03394369706029,23.178562531141004,89.79615097159942,63.41018933731938,137.69506726457402,148.2762830094669
7666.0,56,12.115197568389057,15.52310030395137,29.323860182370822,102.6463525835866,68.1481762917933,158.6015197568389,169.10000000000002
7659.0,56,5.87109557109557,14.924538282230593,33.08432849202081,99.66338533261612,69.54270216962527,163.89038013268782,179.19619867312176
7656.0,56,9.390766301761062,18.960709186101845,47.249119466920504,112.42267967634453,88.89088529271773,169.07120418848163,181.02860542598756
7669.0,56,13.31747761914122,20.35629791111985,33.50682593856657,102.93131175955548,68.83817879670497,160.27571788503118,176.6192663009489
7668.0,56,12.820805075475825,22.23497593524393,35.69741850798513,107.16809779041783,68.89250164077883,171.19586523736598,187.08582367096918
7670.0,56,11.391829032824296,30.30965859224154,54.296296296296305,121.95853080568723,90.9735167632087,170.44938125329122,183.44233807266988
7639.0,56,14.613541024059215,23.283019740900695,36.54356878470083,101.61772054287476,75.25384022208513,158.2539944478718,176.8043491671808
7680.0,56,13.954323759386853,20.197878764418988,36.817140202833464,102.69110474568404,79.91805372764568,151.7741735697144,161.72114268018893
7679.0,56,9.40657176112454,16.771241830065357,29.785343361088728,91.74017369504882,66.07807323842779,142.75132061957206,152.6629957919241
7688.0,56,15.742636229749632,23.265786082474232,35.49806701030927,100.42346281296024,78.93354197349043,154.4266844624448,165.75184094256255
7672.0,56,13.506589028501379,19.4166411277965,32.3275819797732,91.98970272755129,67.30352436408211,129.1204719583205,135.71143119828375
7678.0,56,14.48003132341426,19.29339598016185,31.832158705298895,91.32602453667455,66.90537718611333,128.48786217697733,135.99869485773954
7676.0,56,12.09003366476161,18.991035778595474,33.08198935254052,97.20723400923829,70.91887183903548,141.45652939794888,150.67388240820483
7671.0,56,14.005085748078061,19.742164399763457,29.711117681845067,86.43867534003552,59.338438793613264,138.02158486102897,151.94677705499706
7674.0,56,20.462857142857143,33.54785714285715,52.07726190476191,113.6681547619048,85.60589285714286,184.30749999999995,210.20119047619048
7673.0,56,12.869414194517464,18.46452309425461,30.23731693578671,95.05598948554267,64.88960758542999,135.26574352234329,143.31907622981612
7677.0,56,12.731099105698506,20.362161584714464,47.156334889967376,108.30307053688617,84.57029270823797,152.64105851112535,158.52348686017757
7675.0,56,9.887297039159504,19.720272206303726,44.57234957020058,106.80766475644702,77.39505730659025,147.32151384909267,156.9293218720153
7657.0,64,22.97015735214325,44.69892837764514,62.5983111774281,138.29135580575152,89.82984603906677,185.6195740640261,200.3884631036354
11058.0,64,13.935431799838579,37.74172719935432,59.8950766747377,121.66747376916871,86.11985472154964,183.57062146892656,213.63841807909606
7662.0,64,21.067784765897972,42.04070580013977,62.43291404612159,137.01834381551362,94.36757512229212,200.5857791754018,208.42243186582812
7661.0,64,23.22643404041672,50.043931216267104,68.11566461654324,150.12376051211248,100.1596585916907,216.66926070038912,229.100163173089
7663.0,64,17.480918423321054,35.499294726118656,51.58514223023277,124.10144189326853,77.85251939503172,169.12299192853223,182.0610453726197
7667.0,64,18.474377074827334,41.822089518067706,63.65961384362954,146.0498530926851,97.93475025756474,208.40775365360392,219.1060022131492
7660.0,64,22.564192417967508,39.784166932144,57.53432621854094,132.79698948709782,86.1208187320803,172.44847085058936,186.90777317617076
7658.0,64,20.214000996512205,30.813776781265567,45.35830842052815,118.27453911310411,74.8783009466866,158.89499252615846,170.60214250124562
7666.0,64,17.544072948328267,35.38905775075987,55.577507598784194,140.88753799392097,89.97112462006076,176.8410334346504,184.0158054711246
7659.0,64,18.638497400035863,35.14349112426036,54.2903532365071,133.201048951049,85.69708624708626,184.82170521785918,197.73010579164423
7656.0,64,25.984483579247968,48.263398381722965,71.29228938600662,147.99167063303187,98.90590195145165,203.06684911946684,226.75449785816286
